timestamp,temperature_real,masse_real
2026-04-02T10:57:59,34.5,44.9601
2026-04-02T10:58:04,34.43,44.9599
2026-04-02T10:58:09,34.48,44.9597
2026-04-02T10:58:14,34.53,44.9595
2026-04-02T10:58:19,34.56,44.9592
2026-04-02T10:58:24,34.59,44.959
2026-04-02T10:58:29,34.53,44.9588
2026-04-02T10:58:34,34.52,44.9585
2026-04-02T10:58:39,34.48,44.9583
2026-04-02T10:58:44,34.57,44.9581
2026-04-02T10:58:49,34.43,44.9578
2026-04-02T10:58:54,34.57,44.9576
2026-04-02T10:58:59,34.46,44.9574
2026-04-02T10:59:04,34.48,44.9571
2026-04-02T10:59:09,34.41,44.9569
2026-04-02T10:59:14,34.53,44.9567
2026-04-02T10:59:19,34.46,44.9564
2026-04-02T10:59:29,34.44,44.956
2026-04-02T10:59:34,34.42,44.9557
2026-04-02T10:59:39,34.42,44.9555
2026-04-02T10:59:44,34.4,44.9553
2026-04-02T10:59:49,34.41,44.955
2026-04-02T10:59:54,34.46,44.9548
2026-04-02T10:59:59,34.52,44.9546
2026-04-02T11:00:04,34.47,44.9548
2026-04-02T11:00:09,34.57,44.9551
2026-04-02T11:00:14,34.47,44.9553
2026-04-02T11:00:19,34.48,44.9556
2026-04-02T11:00:29,34.6,44.9561
2026-04-02T11:00:34,34.45,44.9563
2026-04-02T11:00:39,34.45,44.9566
2026-04-02T11:00:44,34.54,44.9568
2026-04-02T11:00:49,34.49,44.9571
2026-04-02T11:00:54,34.52,44.9574
2026-04-02T11:00:59,34.44,44.9576
2026-04-02T11:01:04,34.44,44.9579
2026-04-02T11:01:09,34.49,44.9581
2026-04-02T11:01:14,34.4,44.9584
2026-04-02T11:01:19,34.58,44.9586
2026-04-02T11:01:24,34.58,44.9589
2026-04-02T11:01:29,34.41,44.9591
2026-04-02T11:01:39,34.46,44.9596
2026-04-02T11:01:44,34.4,44.9599
2026-04-02T11:01:49,34.58,44.9601
2026-04-02T11:01:59,34.5,44.9606
2026-04-02T11:02:04,34.58,44.9609
2026-04-02T11:02:09,34.59,44.9612
2026-04-02T11:02:14,34.42,44.9614
2026-04-02T11:02:19,34.54,44.9617
2026-04-02T11:02:24,34.45,44.9619
2026-04-02T11:02:34,34.44,44.9624
2026-04-02T11:02:39,34.42,44.9627
2026-04-02T11:02:44,34.46,44.9629
2026-04-02T11:02:49,34.43,44.9632
2026-04-02T11:02:54,34.43,44.9634
2026-04-02T11:02:59,34.57,44.9637
2026-04-02T11:03:04,34.44,44.9639
2026-04-02T11:03:09,34.46,44.9642
2026-04-02T11:03:14,34.57,44.9645
2026-04-02T11:03:19,34.44,44.9647
2026-04-02T11:03:29,34.5,44.9652
2026-04-02T11:03:34,34.53,44.9655
2026-04-02T11:03:39,34.45,44.9657
2026-04-02T11:03:44,34.42,44.966
2026-04-02T11:03:49,34.43,44.9662
2026-04-02T11:03:54,34.41,44.9665
2026-04-02T11:03:59,34.43,44.9667
2026-04-02T11:04:04,34.54,44.967
2026-04-02T11:04:09,34.52,44.9672
2026-04-02T11:04:14,34.47,44.9675
2026-04-02T11:04:19,34.49,44.9678
2026-04-02T11:04:24,34.44,44.968
2026-04-02T11:04:29,34.58,44.9683
2026-04-02T11:04:34,34.51,44.9685
2026-04-02T11:04:39,34.56,44.9688
2026-04-02T11:04:44,34.5,44.969
2026-04-02T11:04:49,34.57,44.9693
2026-04-02T11:04:54,34.45,44.9695
2026-04-02T11:05:04,34.41,44.97
2026-04-02T11:05:14,34.43,44.9705
2026-04-02T11:05:19,34.59,44.9708
2026-04-02T11:05:24,34.45,44.971
2026-04-02T11:05:29,34.52,44.9713
2026-04-02T11:05:34,34.41,44.9716
2026-04-02T11:05:39,34.54,44.9718
2026-04-02T11:05:44,34.59,44.9721
2026-04-02T11:05:49,34.46,44.9723
2026-04-02T11:05:54,34.57,44.9726
2026-04-02T11:05:59,34.57,44.9728
2026-04-02T11:06:04,34.57,44.9731
2026-04-02T11:06:09,34.55,44.9733
2026-04-02T11:06:14,34.45,44.9736
2026-04-02T11:06:24,34.44,44.9741
2026-04-02T11:06:29,34.53,44.9743
2026-04-02T11:06:34,34.45,44.9746
2026-04-02T11:06:39,34.49,44.9749
2026-04-02T11:06:44,34.46,44.9751
2026-04-02T11:06:49,34.6,44.9754
2026-04-02T11:06:54,34.46,44.9756
2026-04-02T11:06:59,34.51,44.9759
2026-04-02T11:07:04,34.54,44.9761
2026-04-02T11:07:09,34.55,44.9764
2026-04-02T11:07:14,34.45,44.9766
2026-04-02T11:07:19,34.52,44.9769
2026-04-02T11:07:24,34.59,44.9771
2026-04-02T11:07:29,34.47,44.9774
2026-04-02T11:07:34,34.44,44.9776
2026-04-02T11:07:44,34.59,44.9782
2026-04-02T11:07:49,34.46,44.9784
2026-04-02T11:07:54,34.53,44.9787
2026-04-02T11:07:59,34.43,44.9789
2026-04-02T11:08:04,34.57,44.9792
2026-04-02T11:08:09,34.41,44.9794
2026-04-02T11:08:14,34.5,44.9797
2026-04-02T11:08:19,34.41,44.9799
2026-04-02T11:08:24,34.43,44.9802
2026-04-02T11:08:29,34.58,44.9804
2026-04-02T11:08:34,34.45,44.9807
2026-04-02T11:08:39,34.5,44.9809
2026-04-02T11:08:49,34.5,44.9815
2026-04-02T11:08:59,34.56,44.982
2026-04-02T11:09:04,34.47,44.9822
2026-04-02T11:09:09,34.5,44.9825
2026-04-02T11:09:14,34.44,44.9827
2026-04-02T11:09:24,34.44,44.9832
2026-04-02T11:09:34,34.42,44.9837
2026-04-02T11:09:39,34.58,44.984
2026-04-02T11:09:44,34.44,44.9842
2026-04-02T11:09:49,34.45,44.9845
2026-04-02T11:09:54,34.54,44.9848
2026-04-02T11:10:04,34.41,44.9853
2026-04-02T11:10:09,34.44,44.9855
2026-04-02T11:10:14,34.49,44.9858
2026-04-02T11:10:24,34.54,44.9863
2026-04-02T11:10:29,34.56,44.9865
2026-04-02T11:10:34,34.45,44.9868
2026-04-02T11:10:39,34.49,44.987
2026-04-02T11:10:44,34.53,44.9873
2026-04-02T11:10:49,34.48,44.9875
2026-04-02T11:10:54,34.46,44.9878
2026-04-02T11:10:59,34.54,44.9881
2026-04-02T11:11:04,34.44,44.9883
2026-04-02T11:11:09,34.55,44.9886
2026-04-02T11:11:14,34.41,44.9888
2026-04-02T11:11:19,34.58,44.9891
2026-04-02T11:11:24,34.48,44.9893
2026-04-02T11:11:29,34.6,44.9896
2026-04-02T11:11:34,34.52,44.9898
2026-04-02T11:11:39,34.53,44.9901
2026-04-02T11:11:44,34.55,44.9903
2026-04-02T11:11:49,34.59,44.9906
2026-04-02T11:11:54,34.5,44.9908
2026-04-02T11:11:59,34.56,44.9911
2026-04-02T11:12:04,34.54,44.9914
2026-04-02T11:12:09,34.43,44.9916
2026-04-02T11:12:14,34.49,44.9919
2026-04-02T11:12:19,34.47,44.9921
2026-04-02T11:12:24,34.5,44.9924
2026-04-02T11:12:29,34.45,44.9926
2026-04-02T11:12:34,34.4,44.9929
2026-04-02T11:12:39,34.48,44.9931
2026-04-02T11:12:44,34.5,44.9934
2026-04-02T11:12:49,34.45,44.9936
2026-04-02T11:12:59,34.54,44.9941
2026-04-02T11:13:04,34.52,44.9944
2026-04-02T11:13:09,34.5,44.9947
2026-04-02T11:13:14,34.52,44.9949
2026-04-02T11:13:19,34.43,44.9952
2026-04-02T11:13:24,34.49,44.9954
2026-04-02T11:13:29,34.45,44.9957
2026-04-02T11:13:34,34.55,44.9959
2026-04-02T11:13:39,34.47,44.9962
2026-04-02T11:13:44,34.57,44.9964
2026-04-02T11:13:49,34.54,44.9967
2026-04-02T11:13:54,34.56,44.9969
2026-04-02T11:13:59,34.43,44.9972
2026-04-02T11:14:14,34.54,44.998
2026-04-02T11:14:19,34.48,44.9982
2026-04-02T11:14:24,34.46,44.9985
2026-04-02T11:14:29,34.45,44.9987
2026-04-02T11:14:34,34.48,44.999
2026-04-02T11:14:39,34.4,44.9992
2026-04-02T11:14:44,34.47,44.9995
2026-04-02T11:14:49,34.55,44.9997
2026-04-02T11:14:54,34.53,45.0
2026-04-02T11:14:59,34.48,45.0002
2026-04-02T11:15:04,34.59,45.0005
2026-04-02T11:15:09,34.49,45.0008
2026-04-02T11:15:14,34.41,45.001
2026-04-02T11:15:19,34.41,45.0013
2026-04-02T11:15:24,34.45,45.0015
2026-04-02T11:15:29,34.49,45.0018
2026-04-02T11:15:34,34.44,45.002
2026-04-02T11:15:39,34.42,45.0023
2026-04-02T11:15:49,34.56,45.0028
2026-04-02T11:15:54,34.56,45.003
2026-04-02T11:15:59,34.5,45.0033
2026-04-02T11:16:04,34.52,45.0036
2026-04-02T11:16:09,34.57,45.0038
2026-04-02T11:16:14,34.41,45.0041
2026-04-02T11:16:19,34.43,45.0043
2026-04-02T11:16:24,34.42,45.0046
2026-04-02T11:16:29,34.42,45.0048
2026-04-02T11:16:34,34.58,45.0051
2026-04-02T11:16:39,34.56,45.0053
2026-04-02T11:16:44,34.44,45.0056
2026-04-02T11:16:49,34.59,45.0058
2026-04-02T11:16:59,34.56,45.0063
2026-04-02T11:17:04,34.45,45.0066
2026-04-02T11:17:09,34.59,45.0069
2026-04-02T11:17:14,34.45,45.0071
2026-04-02T11:17:19,34.4,45.0074
2026-04-02T11:17:24,34.55,45.0076
2026-04-02T11:17:34,34.5,45.0081
2026-04-02T11:17:39,34.43,45.0084
2026-04-02T11:17:44,34.53,45.0086
2026-04-02T11:17:49,34.52,45.0089
2026-04-02T11:17:54,34.47,45.0091
2026-04-02T11:17:59,34.55,45.0094
2026-04-02T11:18:04,34.49,45.0097
2026-04-02T11:18:09,34.53,45.0099
2026-04-02T11:18:14,34.43,45.0102
2026-04-02T11:18:19,34.57,45.0104
2026-04-02T11:18:24,34.52,45.0107
2026-04-02T11:18:29,34.5,45.0109
2026-04-02T11:18:34,34.57,45.0112
2026-04-02T11:18:39,34.5,45.0114
2026-04-02T11:18:44,34.51,45.0117
2026-04-02T11:18:49,34.56,45.0119
2026-04-02T11:18:54,34.46,45.0122
2026-04-02T11:18:59,34.46,45.0124
2026-04-02T11:19:14,34.44,45.0132
2026-04-02T11:19:19,34.48,45.0135
2026-04-02T11:19:24,34.55,45.0137
2026-04-02T11:19:29,34.56,45.014
2026-04-02T11:19:34,34.53,45.0142
2026-04-02T11:19:39,34.6,45.0145
2026-04-02T11:19:44,34.54,45.0147
2026-04-02T11:19:49,34.42,45.015
2026-04-02T11:19:54,34.48,45.0152
2026-04-02T11:19:59,34.6,45.0155
2026-04-02T11:20:09,34.55,45.016
2026-04-02T11:20:19,34.45,45.0165
2026-04-02T11:20:29,34.56,45.017
2026-04-02T11:20:34,34.51,45.0173
2026-04-02T11:20:39,34.54,45.0175
2026-04-02T11:20:44,34.6,45.0178
2026-04-02T11:20:49,34.53,45.018
2026-04-02T11:20:54,34.56,45.0183
2026-04-02T11:20:59,34.48,45.0185
2026-04-02T11:21:04,34.52,45.0188
2026-04-02T11:21:09,34.49,45.0191
2026-04-02T11:21:14,34.56,45.0193
2026-04-02T11:21:24,34.54,45.0198
2026-04-02T11:21:29,34.6,45.0201
2026-04-02T11:21:34,34.42,45.0203
2026-04-02T11:21:39,34.42,45.0206
2026-04-02T11:21:44,34.41,45.0208
2026-04-02T11:21:49,34.53,45.0211
2026-04-02T11:21:59,34.44,45.0216
2026-04-02T11:22:04,34.42,45.0219
2026-04-02T11:22:14,34.43,45.0224
2026-04-02T11:22:24,34.59,45.0229
2026-04-02T11:22:29,34.56,45.0231
2026-04-02T11:22:34,34.43,45.0234
2026-04-02T11:22:39,34.41,45.0236
2026-04-02T11:22:44,34.47,45.0239
2026-04-02T11:22:49,34.56,45.0241
2026-04-02T11:22:54,34.45,45.0244
2026-04-02T11:22:59,34.5,45.0247
2026-04-02T11:23:09,34.57,45.0252
2026-04-02T11:23:14,34.42,45.0254
2026-04-02T11:23:19,34.55,45.0257
2026-04-02T11:23:24,34.48,45.0259
2026-04-02T11:23:29,34.42,45.0262
2026-04-02T11:23:34,34.6,45.0264
2026-04-02T11:23:39,34.43,45.0267
2026-04-02T11:23:44,34.53,45.0269
2026-04-02T11:23:49,34.47,45.0272
2026-04-02T11:23:54,34.55,45.0275
2026-04-02T11:23:59,34.49,45.0277
2026-04-02T11:24:04,34.48,45.028
2026-04-02T11:24:09,34.48,45.0282
2026-04-02T11:24:14,34.41,45.0285
2026-04-02T11:24:19,34.49,45.0287
2026-04-02T11:24:24,34.59,45.029
2026-04-02T11:24:29,34.46,45.0292
2026-04-02T11:24:34,34.51,45.0295
2026-04-02T11:24:49,34.51,45.0303
2026-04-02T11:24:59,34.55,45.0308
2026-04-02T11:25:14,34.49,45.0315
2026-04-02T11:25:19,34.4,45.0318
2026-04-02T11:25:24,34.55,45.032
2026-04-02T11:25:29,34.44,45.0323
2026-04-02T11:25:34,34.45,45.0325
2026-04-02T11:25:39,34.6,45.0328
2026-04-02T11:25:44,34.4,45.0331
2026-04-02T11:25:49,34.41,45.0333
2026-04-02T11:25:54,34.57,45.0336
2026-04-02T11:25:59,34.59,45.0338
2026-04-02T11:26:04,34.52,45.0341
2026-04-02T11:26:09,34.41,45.0343
2026-04-02T11:26:14,34.5,45.0346
2026-04-02T11:26:19,34.41,45.0348
2026-04-02T11:26:24,34.58,45.0351
2026-04-02T11:26:29,34.59,45.0353
2026-04-02T11:26:34,34.58,45.0356
2026-04-02T11:26:39,34.55,45.0359
2026-04-02T11:26:44,34.41,45.0361
2026-04-02T11:26:49,34.55,45.0364
2026-04-02T11:26:59,34.59,45.0369
2026-04-02T11:27:04,34.46,45.0371
2026-04-02T11:27:09,34.52,45.0374
2026-04-02T11:27:14,34.52,45.0376
2026-04-02T11:27:19,34.5,45.0379
2026-04-02T11:27:34,34.56,45.0387
2026-04-02T11:27:39,34.51,45.0389
2026-04-02T11:27:44,34.45,45.0392
2026-04-02T11:27:49,34.44,45.0394
2026-04-02T11:27:54,34.55,45.0397
2026-04-02T11:27:59,34.51,45.0399
2026-04-02T11:28:04,34.6,45.0402
2026-04-02T11:28:09,34.41,45.0404
2026-04-02T11:28:19,34.47,45.0409
2026-04-02T11:28:24,34.5,45.0412
2026-04-02T11:28:39,34.41,45.042
2026-04-02T11:28:44,34.42,45.0422
2026-04-02T11:28:49,34.51,45.0425
2026-04-02T11:28:54,34.6,45.0427
2026-04-02T11:28:59,34.46,45.043
2026-04-02T11:29:04,34.41,45.0432
2026-04-02T11:29:09,34.55,45.0435
2026-04-02T11:29:14,34.47,45.0437
2026-04-02T11:29:19,34.51,45.044
2026-04-02T11:29:24,34.6,45.0443
2026-04-02T11:29:29,34.53,45.0445
2026-04-02T11:29:34,34.49,45.0448
2026-04-02T11:29:39,34.44,45.045
2026-04-02T11:29:44,34.46,45.0453
2026-04-02T11:29:49,34.57,45.0455
2026-04-02T11:29:54,34.52,45.0458
2026-04-02T11:30:04,34.5,45.0463
2026-04-02T11:30:09,34.44,45.0465
2026-04-02T11:30:14,34.43,45.0468
2026-04-02T11:30:19,34.46,45.0471
2026-04-02T11:30:29,34.49,45.0476
2026-04-02T11:30:34,34.55,45.0478
2026-04-02T11:30:39,34.53,45.0481
2026-04-02T11:30:49,34.43,45.0486
2026-04-02T11:30:54,34.6,45.0488
2026-04-02T11:30:59,34.46,45.0491
2026-04-02T11:31:04,34.41,45.0493
2026-04-02T11:31:09,34.48,45.0496
2026-04-02T11:31:14,34.46,45.0499
2026-04-02T11:31:29,34.4,45.0506
2026-04-02T11:31:34,34.41,45.0509
2026-04-02T11:31:39,34.6,45.0511
2026-04-02T11:31:49,34.53,45.0516
2026-04-02T11:31:51,34.41,45.0519
2026-04-02T11:31:56,34.49,45.0521
2026-04-02T11:32:06,34.55,45.0526
2026-04-02T11:32:11,34.58,45.0529
2026-04-02T11:32:16,34.46,45.0531
2026-04-02T11:32:21,34.57,45.0534
2026-04-02T11:32:26,34.55,45.0536
2026-04-02T11:32:31,34.5,45.0539
2026-04-02T11:32:41,34.51,45.0544
2026-04-02T11:32:46,34.46,45.0547
2026-04-02T11:32:51,34.4,45.0549
2026-04-02T11:32:56,34.43,45.0552
2026-04-02T11:33:01,34.45,45.0554
2026-04-02T11:33:06,34.42,45.0557
2026-04-02T11:33:11,34.4,45.0559
2026-04-02T11:33:16,34.42,45.0562
2026-04-02T11:33:21,34.49,45.0564
2026-04-02T11:33:26,34.47,45.0567
2026-04-02T11:33:30,34.5,45.057
2026-04-02T11:33:35,34.49,45.0572
2026-04-02T11:33:40,34.51,45.0575
2026-04-02T11:33:45,34.49,45.0577
2026-04-02T11:33:50,34.49,45.058
2026-04-02T11:34:00,34.46,45.0585
2026-04-02T11:34:05,34.43,45.0587
2026-04-02T11:34:10,34.45,45.059
2026-04-02T11:34:15,34.55,45.0592
2026-04-02T11:34:25,34.54,45.0598
2026-04-02T11:34:30,34.57,45.06
2026-04-02T11:34:40,34.55,45.0605
2026-04-02T11:34:45,34.51,45.0608
2026-04-02T11:34:50,34.46,45.061
2026-04-02T11:35:00,34.42,45.0615
2026-04-02T11:35:05,34.45,45.0618
2026-04-02T11:35:10,34.5,45.0621
2026-04-02T11:35:15,34.6,45.0623
2026-04-02T11:35:20,34.4,45.0626
2026-04-02T11:35:25,34.48,45.0628
2026-04-02T11:35:35,34.57,45.0633
2026-04-02T11:35:40,34.47,45.0636
2026-04-02T11:35:45,34.46,45.0638
2026-04-02T11:35:50,34.4,45.0641
2026-04-02T11:35:55,34.51,45.0643
2026-04-02T11:36:00,34.56,45.0646
2026-04-02T11:36:05,34.51,45.0649
2026-04-02T11:36:10,34.44,45.0651
2026-04-02T11:36:15,34.43,45.0654
2026-04-02T11:36:25,34.42,45.0659
2026-04-02T11:36:30,34.45,45.0661
2026-04-02T11:36:35,34.58,45.0664
2026-04-02T11:36:40,34.59,45.0666
2026-04-02T11:36:45,34.58,45.0669
2026-04-02T11:36:50,34.55,45.0671
2026-04-02T11:36:55,34.52,45.0674
2026-04-02T11:37:00,34.53,45.0677
2026-04-02T11:37:05,34.41,45.0679
2026-04-02T11:37:10,34.5,45.0682
2026-04-02T11:37:20,34.44,45.0687
2026-04-02T11:37:25,34.51,45.0689
2026-04-02T11:37:30,34.56,45.0692
2026-04-02T11:37:35,34.46,45.0694
2026-04-02T11:37:40,34.57,45.0697
2026-04-02T11:37:45,34.59,45.07
2026-04-02T11:37:50,34.51,45.0702
2026-04-02T11:37:55,34.41,45.0705
2026-04-02T11:38:00,34.6,45.0707
2026-04-02T11:38:10,34.47,45.0712
2026-04-02T11:38:15,34.51,45.0715
2026-04-02T11:38:25,34.5,45.072
2026-04-02T11:38:30,34.55,45.0722
2026-04-02T11:38:35,34.43,45.0725
2026-04-02T11:38:40,34.49,45.0728
2026-04-02T11:38:45,34.43,45.073
2026-04-02T11:38:50,34.52,45.0733
2026-04-02T11:38:55,34.54,45.0735
2026-04-02T11:39:00,34.59,45.0738
2026-04-02T11:39:05,34.55,45.074
2026-04-02T11:39:10,34.56,45.0743
2026-04-02T11:39:20,34.54,45.0748
2026-04-02T11:39:25,34.56,45.0751
2026-04-02T11:39:30,34.54,45.0753
2026-04-02T11:39:35,34.5,45.0756
2026-04-02T11:39:40,34.5,45.0758
2026-04-02T11:39:45,34.53,45.0761
2026-04-02T11:39:50,34.5,45.0763
2026-04-02T11:39:55,34.53,45.0766
2026-04-02T11:40:00,34.46,45.0768
2026-04-02T11:40:05,34.55,45.0771
2026-04-02T11:40:10,34.55,45.0774
2026-04-02T11:40:15,34.59,45.0776
2026-04-02T11:40:20,34.46,45.0779
2026-04-02T11:40:25,34.45,45.0781
2026-04-02T11:40:30,34.51,45.0784
2026-04-02T11:40:35,34.5,45.0786
2026-04-02T11:40:45,34.44,45.0791
2026-04-02T11:40:50,34.47,45.0794
2026-04-02T11:41:15,34.44,45.0807
2026-04-02T11:41:25,34.55,45.0812
2026-04-02T11:41:30,34.5,45.0814
2026-04-02T11:41:35,34.49,45.0817
2026-04-02T11:41:40,34.45,45.0819
2026-04-02T11:41:45,34.59,45.0822
2026-04-02T11:41:50,34.55,45.0825
2026-04-02T11:42:00,34.57,45.083
2026-04-02T11:42:05,34.48,45.0832
2026-04-02T11:42:10,34.57,45.0835
2026-04-02T11:42:15,34.47,45.0837
2026-04-02T11:42:20,34.51,45.084
2026-04-02T11:42:25,34.54,45.0842
2026-04-02T11:42:30,34.46,45.0845
2026-04-02T11:42:35,34.58,45.0847
2026-04-02T11:42:40,34.53,45.085
2026-04-02T11:42:50,34.45,45.0855
2026-04-02T11:42:55,34.52,45.0858
2026-04-02T11:43:00,34.56,45.086
2026-04-02T11:43:05,34.41,45.0863
2026-04-02T11:43:10,34.43,45.0865
2026-04-02T11:43:15,34.45,45.0868
2026-04-02T11:43:20,34.51,45.087
2026-04-02T11:43:25,34.53,45.0873
2026-04-02T11:43:30,34.5,45.0876
2026-04-02T11:43:35,34.59,45.0878
2026-04-02T11:43:40,34.47,45.0881
2026-04-02T11:43:45,34.47,45.0883
2026-04-02T11:43:50,34.42,45.0886
2026-04-02T11:43:55,34.51,45.0888
2026-04-02T11:44:00,34.55,45.0891
2026-04-02T11:44:05,34.42,45.0893
2026-04-02T11:44:10,34.58,45.0896
2026-04-02T11:44:15,34.55,45.0899
2026-04-02T11:44:20,34.6,45.0901
2026-04-02T11:44:30,34.5,45.0906
2026-04-02T11:44:35,34.47,45.0909
2026-04-02T11:44:40,34.49,45.0911
2026-04-02T11:44:50,34.56,45.0916
2026-04-02T11:44:55,34.56,45.0919
2026-04-02T11:45:00,34.56,45.0921
2026-04-02T11:45:05,34.59,45.0924
2026-04-02T11:45:10,34.43,45.0927
2026-04-02T11:45:15,34.52,45.0929
2026-04-02T11:45:20,34.58,45.0932
2026-04-02T11:45:25,34.6,45.0934
2026-04-02T11:45:30,34.48,45.0937
2026-04-02T11:45:35,34.5,45.0939
2026-04-02T11:45:40,34.46,45.0942
2026-04-02T11:45:45,34.57,45.0944
2026-04-02T11:45:50,34.56,45.0947
2026-04-02T11:46:05,34.47,45.0955
2026-04-02T11:46:10,34.54,45.0957
2026-04-02T11:46:15,34.56,45.096
2026-04-02T11:46:20,34.58,45.0962
2026-04-02T11:46:25,34.58,45.0965
2026-04-02T11:46:30,34.56,45.0967
2026-04-02T11:46:45,34.57,45.0975
2026-04-02T11:47:00,34.47,45.0983
2026-04-02T11:47:05,34.43,45.0985
2026-04-02T11:47:10,34.59,45.0988
2026-04-02T11:47:15,34.46,45.099
2026-04-02T11:47:20,34.54,45.0993
2026-04-02T11:47:25,34.44,45.0996
2026-04-02T11:47:30,34.44,45.0998
2026-04-02T11:47:35,34.52,45.1001
2026-04-02T11:47:40,34.56,45.1003
2026-04-02T11:47:50,34.58,45.1008
2026-04-02T11:48:05,34.54,45.1016
2026-04-02T11:48:10,34.43,45.1019
2026-04-02T11:48:15,34.46,45.1021
2026-04-02T11:48:20,34.52,45.1024
2026-04-02T11:48:30,34.41,45.1029
2026-04-02T11:48:35,34.47,45.1031
2026-04-02T11:48:45,34.59,45.1036
2026-04-02T11:48:50,34.42,45.1039
2026-04-02T11:48:55,34.46,45.1041
2026-04-02T11:49:00,34.5,45.1044
2026-04-02T11:49:05,34.55,45.1047
2026-04-02T11:49:10,34.52,45.1049
2026-04-02T11:49:15,34.42,45.1052
2026-04-02T11:49:20,34.59,45.1054
2026-04-02T11:49:25,34.44,45.1057
2026-04-02T11:49:35,34.52,45.1062
